label,timestamp,rgb_source_topic,calibration_used,median_filter_applied,openpose_conf_threshold,num_2d_peaks_detected_raw,num_2d_peaks_above_conf,num_3d_points_initial,num_3d_points_final,x0_rel,y0_rel,z0_rel,x1_rel,y1_rel,z1_rel,x2_rel,y2_rel,z2_rel,x3_rel,y3_rel,z3_rel,x4_rel,y4_rel,z4_rel,x5_rel,y5_rel,z5_rel,x6_rel,y6_rel,z6_rel,x7_rel,y7_rel,z7_rel,x8_rel,y8_rel,z8_rel,x9_rel,y9_rel,z9_rel,x10_rel,y10_rel,z10_rel,x11_rel,y11_rel,z11_rel,x12_rel,y12_rel,z12_rel,x13_rel,y13_rel,z13_rel,x14_rel,y14_rel,z14_rel,x15_rel,y15_rel,z15_rel,x16_rel,y16_rel,z16_rel,x17_rel,y17_rel,z17_rel,x18_rel,y18_rel,z18_rel,x19_rel,y19_rel,z19_rel,x20_rel,y20_rel,z20_rel
basic,2025-05-16T20:05:47.485424,/camera/rgb/image_rect_color,False,True,-1.0,21,21,21,21,0.000000,0.000000,0.000000,-0.017254,0.022877,-0.009000,-0.037319,0.039144,-0.013000,-0.055347,0.056947,0.014000,-0.077370,0.055978,0.005000,-0.055573,0.031943,-0.020000,-0.080837,0.056409,0.009000,-0.082534,0.058106,0.009000,-0.077280,0.048720,0.000000,-0.068734,0.010772,-0.017000,-0.100845,0.035365,0.001000,-0.100800,0.031920,0.000000,-0.092400,0.021840,0.000000,-0.080399,-0.008788,-0.011000,-0.109689,0.010586,0.009000,-0.104403,0.008671,0.005000,-0.097440,0.006720,0.000000,-0.084000,-0.031920,0.000000,-0.112341,-0.012672,0.026000,-0.110449,-0.023104,0.023000,-0.109144,-0.029915,0.031000
basic,2025-05-16T20:05:50.878014,/camera/rgb/image_rect_color,False,True,-1.0,21,21,20,20,0.000000,0.000000,0.000000,-0.019712,0.025366,-0.012000,-0.043849,0.043839,-0.017000,-0.069575,0.062806,0.002000,-0.085618,0.069620,0.017000,-0.060935,0.033112,-0.024000,-0.095225,0.051109,-0.012000,-0.102390,0.055188,-0.005000,-0.093109,0.060206,-0.024000,-0.067675,0.017506,-0.031000,-0.112007,0.031757,-0.019000,-0.110147,0.031554,-0.022000,-0.121031,0.030580,-0.011000,-0.074395,-0.000974,-0.031000,-0.115529,0.006292,-0.017000,-0.117355,0.009791,-0.015000,-0.124670,0.011815,-0.008000,-0.074420,-0.019433,-0.029000,-0.038867,0.033251,-0.022000,-0.114328,-0.014042,-0.008000,,,
basic,2025-05-16T20:05:53.381573,/camera/rgb/image_rect_color,False,True,-1.0,21,21,20,20,0.000000,0.000000,0.000000,-0.019307,0.026802,-0.010000,-0.037975,0.048865,-0.010000,-0.068759,0.062717,0.009000,-0.085370,0.060330,-0.014000,-0.044921,0.037812,-0.021000,-0.081908,0.054967,-0.017000,-0.076769,0.054574,-0.021000,-0.094268,0.058050,-0.003000,-0.055015,0.016968,-0.034000,-0.094821,0.028806,-0.030000,-0.103483,0.030965,-0.023000,-0.117606,0.031750,-0.012000,-0.061611,-0.002916,-0.036000,-0.094564,0.000379,-0.036000,-0.106547,0.004002,-0.028000,,,,-0.060087,-0.023967,0.007000,-0.084093,-0.029175,0.000000,-0.093981,-0.032598,-0.010000,-0.100430,-0.032591,-0.017000
basic,2025-05-16T20:05:56.541018,/camera/rgb/image_rect_color,False,True,-1.0,21,21,21,21,0.000000,0.000000,0.000000,-0.038427,-0.001747,0.000000,-0.080507,-0.028076,0.008000,-0.113470,-0.023031,0.031000,-0.132260,-0.019487,0.041000,-0.093407,-0.031940,0.025000,-0.130435,-0.015837,0.041000,-0.134521,-0.005043,0.023000,-0.121477,0.007315,0.015000,-0.090984,-0.013978,0.005000,-0.130940,0.003910,0.023000,-0.129507,0.022000,0.028000,-0.123450,0.032314,0.018000,-0.087278,0.003457,-0.002000,-0.119392,0.023097,0.010000,-0.120692,0.045586,0.031000,-0.113660,0.056677,0.034500,-0.080207,0.022433,-0.007000,-0.099765,0.042220,0.005000,-0.101735,0.053114,0.010000,-0.100379,0.064537,0.020000
basic,2025-05-16T20:06:02.020348,/camera/rgb/image_rect_color,False,True,-1.0,21,21,21,21,0.000000,0.000000,0.000000,-0.023205,0.019252,-0.005000,0.269478,-0.100008,-0.052000,-0.110700,-0.017614,0.015000,-0.083848,0.065657,0.020000,-0.086800,-0.021257,0.000000,-0.121709,-0.008566,0.018000,-0.121709,-0.003149,0.018000,-0.114300,0.003986,0.015000,-0.077705,0.013762,-0.010000,-0.114486,0.031160,0.018000,-0.108900,0.030986,0.015000,-0.105038,0.025324,0.010000,-0.086533,-0.000206,-0.008000,-0.115781,0.019952,0.010000,-0.108338,0.017938,0.005000,-0.110700,0.048986,0.015000,-0.054922,0.041943,-0.008000,-0.074700,0.059786,0.015000,-0.078419,0.063848,0.020000,-0.082038,0.065657,0.020000
basic,2025-05-16T20:06:09.976188,/camera/rgb/image_rect_color,False,True,-1.0,21,21,20,20,0.000000,0.000000,0.000000,-0.033165,-0.015812,-0.021000,0.287696,-0.090906,-0.011000,-0.099637,-0.025485,-0.013000,-0.119528,-0.011307,0.000000,-0.064664,-0.033214,-0.019000,-0.101228,-0.023894,-0.013000,-0.114513,-0.011275,-0.003000,-0.121270,-0.003232,0.002000,-0.058431,-0.003205,-0.027000,-0.099559,0.009477,-0.015000,-0.110038,0.017863,0.004000,-0.111661,0.021109,0.004000,-0.052212,0.009277,-0.029000,-0.085148,0.021993,-0.021000,-0.093275,0.027001,-0.013000,-0.103461,0.035625,0.002000,-0.045870,0.029713,-0.025000,-0.064635,0.043123,-0.009000,-0.072699,0.050196,0.002000,,,
basic,2025-05-16T20:09:42.572001,/camera/rgb/image_rect_color,False,True,-1.0,21,21,20,20,0.000000,0.000000,0.000000,-0.026565,0.026671,-0.007000,-0.060353,0.046228,-0.005000,-0.087886,0.056402,0.024000,,,,-0.075502,0.024801,-0.015000,-0.113408,0.037686,0.008000,-0.113408,0.035886,0.008000,-0.114375,0.032446,0.016000,-0.076665,0.005543,-0.022000,-0.123149,0.012493,0.000000,-0.107699,0.014269,-0.010000,-0.097105,0.012503,-0.010000,-0.076665,-0.022343,-0.022000,-0.119188,-0.014603,0.011000,-0.105641,-0.007205,0.003000,-0.085568,-0.001461,-0.020000,-0.073859,-0.044754,0.032000,-0.099193,-0.030014,-0.007000,-0.095650,-0.033557,-0.007000,-0.080328,-0.020674,-0.020000
basic,2025-05-16T20:09:50.210399,/camera/rgb/image_rect_color,False,True,-1.0,21,21,21,21,0.000000,0.000000,0.000000,-0.025169,0.017311,-0.017000,0.275122,-0.096406,-0.046000,-0.103626,-0.017917,-0.027000,-0.127897,-0.005531,-0.012000,0.005841,-0.025231,0.013000,-0.058245,-0.026610,-0.029000,-0.112987,0.041787,-0.020000,-0.124873,0.044397,-0.007000,-0.057978,-0.002393,-0.037000,-0.102466,0.009555,-0.041000,-0.111693,0.018410,-0.034000,-0.126498,0.025748,-0.025000,-0.061611,-0.016179,-0.032000,-0.061537,0.016680,-0.034000,-0.092669,0.037434,-0.034000,-0.119236,0.045975,-0.010000,-0.042658,0.025748,-0.025000,-0.055180,0.045637,-0.015000,-0.072983,0.054697,-0.012000,-0.093303,0.062800,0.000000
basic,2025-05-16T20:10:06.286568,/camera/rgb/image_rect_color,False,True,-1.0,21,21,20,20,0.000000,0.000000,0.000000,-0.028237,0.024887,-0.011000,-0.063517,0.041706,-0.015000,-0.098423,0.059377,0.002000,-0.132600,0.051480,0.000000,-0.073680,0.027787,-0.028000,-0.111980,0.040020,-0.021000,-0.129042,0.045114,-0.004000,-0.134160,0.046800,0.000000,-0.073594,0.011234,-0.030000,-0.115774,0.027944,-0.013000,-0.133584,0.028028,-0.005000,,,,-0.081109,-0.008303,-0.030000,-0.118680,0.008229,-0.030000,-0.132201,0.012626,-0.017000,-0.137510,0.018730,-0.011000,-0.081528,-0.026802,-0.022000,-0.121915,-0.016578,-0.013000,-0.137518,-0.009430,0.002000,-0.142459,-0.001663,0.004000
basic,2025-05-16T20:10:09.175510,/camera/rgb/image_rect_color,False,True,-1.0,21,21,18,18,0.000000,0.000000,0.000000,-0.028714,0.022459,-0.018000,-0.061297,0.039564,-0.024000,-0.091267,0.049044,-0.018000,-0.118259,0.052737,0.000000,-0.060569,0.022569,-0.041000,-0.099811,0.030154,-0.044000,-0.121489,0.036422,-0.027000,-0.131926,0.038097,-0.018000,-0.065080,0.005874,-0.042000,-0.101974,0.004660,-0.053000,-0.126677,0.011820,-0.035000,-0.137636,0.013141,-0.022000,-0.066649,-0.012391,-0.041000,-0.104845,-0.021631,-0.039000,-0.126374,-0.013169,-0.025000,,,,-0.071209,-0.029111,-0.041000,-0.101797,-0.032298,-0.039000,,,,,,
basic,2025-05-16T20:10:13.888275,/camera/rgb/image_rect_color,False,True,-1.0,21,21,19,19,0.000000,0.000000,0.000000,-0.018798,0.028307,-0.010000,-0.073951,-0.014732,-0.021000,-0.069453,0.070998,0.002000,-0.079673,0.079485,0.011000,-0.059887,0.037401,-0.025000,-0.091639,0.059302,-0.013000,,,,,,,-0.068759,0.019096,-0.029000,-0.107969,0.039037,-0.019000,-0.116825,0.050470,0.002000,-0.120248,0.053699,0.004000,-0.077022,-0.000915,-0.021000,-0.114992,0.014177,0.000000,-0.122905,0.026813,0.012000,-0.123710,0.033269,0.018000,-0.077353,-0.019555,-0.017000,-0.057819,0.059516,-0.008000,-0.067874,0.074156,0.002000,-0.078077,0.082677,0.011000
basic,2025-05-16T20:10:19.956703,/camera/rgb/image_rect_color,False,True,-1.0,21,21,19,19,0.000000,0.000000,0.000000,-0.027194,0.019333,-0.004000,-0.054246,0.041686,-0.006000,-0.109072,-0.005981,0.026000,,,,-0.072257,0.038537,0.000000,-0.112629,-0.011048,0.028000,,,,-0.110540,0.009330,0.011000,-0.077987,0.019398,-0.008000,-0.106246,0.048461,0.016000,-0.105660,0.036984,0.011000,-0.095900,0.025597,0.011000,-0.084349,0.001903,-0.008000,-0.118743,0.023834,0.024000,-0.105660,0.022344,0.011000,-0.094737,0.012846,0.000000,-0.086324,-0.019021,-0.004000,-0.117863,-0.006160,0.030000,-0.079278,0.063539,0.026000,-0.075077,0.056614,0.015000
basic,2025-05-16T20:10:22.935755,/camera/rgb/image_rect_color,False,True,-1.0,21,21,18,18,0.000000,0.000000,0.000000,-0.031781,0.017836,-0.010000,-0.058322,0.038370,-0.016000,-0.076292,0.061165,0.017000,,,,-0.075423,0.030552,-0.018000,,,,-0.096451,0.072149,0.006000,,,,-0.088453,0.006861,-0.012000,-0.117291,0.035196,-0.008000,-0.125166,0.044773,0.004000,-0.119399,0.066245,0.023000,-0.090206,-0.005850,-0.010000,-0.129039,0.014117,0.009000,-0.134990,0.030186,0.017000,-0.136785,0.043291,0.030000,-0.094472,-0.019316,0.002000,-0.087217,0.055773,-0.008000,-0.093051,0.068859,0.004000,-0.093504,0.073881,0.009000
basic,2025-05-16T20:10:26.047274,/camera/rgb/image_rect_color,False,True,-1.0,21,21,20,20,0.000000,0.000000,0.000000,-0.017842,0.029274,-0.006000,-0.038840,0.059964,-0.006000,-0.065050,0.071210,0.026000,-0.097473,0.067365,0.015000,-0.051519,0.058172,-0.011000,-0.095818,0.070675,0.015000,-0.090021,0.065324,0.006000,-0.084587,0.063440,0.000000,-0.061645,0.035538,-0.029000,-0.110379,0.050375,-0.002000,-0.110145,0.045467,-0.004000,,,,-0.067791,0.010439,-0.031000,-0.111764,0.022800,-0.004000,-0.113383,0.019562,-0.004000,-0.117370,0.019499,0.002000,-0.069199,-0.023553,0.013000,-0.101926,-0.015952,0.026000,-0.110533,-0.009333,0.028000,-0.118100,0.000527,0.035000
basic,2025-05-16T20:10:28.808791,/camera/rgb/image_rect_color,False,True,-1.0,21,21,20,20,0.000000,0.000000,0.000000,-0.021166,0.025977,0.004000,-0.044171,0.050556,0.008000,-0.066752,0.067750,0.030000,-0.077635,0.077247,0.017000,-0.076453,0.053680,0.000000,-0.108640,0.077760,0.028000,-0.106756,0.072638,0.026000,-0.099863,0.065867,0.024000,-0.083717,0.037403,-0.011000,-0.126267,0.057124,0.008000,-0.110613,0.050427,0.000000,-0.095604,0.045505,-0.004000,-0.088534,0.014923,-0.011000,-0.134311,0.024129,0.019000,-0.121247,0.030767,0.021000,-0.098842,0.026076,-0.004000,-0.093804,0.003488,-0.006000,-0.132119,0.019220,0.015000,-0.063909,0.076617,0.040000,,,
basic,2025-05-16T20:10:36.055256,/camera/rgb/image_rect_color,False,True,-1.0,21,21,19,19,0.000000,0.000000,0.000000,-0.021260,0.023437,-0.017000,-0.040698,0.039690,-0.019000,-0.069240,0.056253,-0.006000,-0.105142,0.049609,-0.009000,-0.049650,0.023648,-0.034000,-0.085478,0.041253,-0.026000,-0.103500,0.047967,-0.009000,,,,-0.052726,0.004587,-0.036000,-0.099295,0.017230,-0.032000,-0.110481,0.020216,-0.019000,-0.121024,0.023388,-0.013000,-0.055907,-0.017680,-0.036000,-0.100967,-0.010723,-0.017000,-0.113975,-0.004798,-0.004000,,,,-0.059088,-0.033585,-0.036000,-0.094507,-0.037794,0.016000,-0.099559,-0.027132,-0.015000,-0.097929,-0.023871,-0.015000
basic,2025-05-16T20:10:40.328839,/camera/rgb/image_rect_color,False,True,-1.0,21,21,21,21,0.000000,0.000000,0.000000,-0.020069,0.023413,0.000000,-0.043482,0.043482,0.000000,-0.072767,0.060540,0.013000,-0.090247,0.072654,0.019000,-0.072841,0.040106,-0.011000,-0.110427,0.060617,0.016000,-0.106502,0.058795,0.011000,-0.095510,0.053552,0.002000,-0.081880,0.018878,-0.022000,-0.124505,0.038470,0.006000,-0.113722,0.035120,0.000000,-0.094679,0.033481,-0.007000,-0.083834,-0.004143,-0.018000,-0.127962,0.007695,0.020000,-0.120882,0.011175,0.018000,-0.097997,0.011913,-0.007000,-0.078715,-0.028591,0.025000,-0.114977,-0.024581,0.042000,-0.116952,-0.021204,0.044000,-0.097612,-0.011089,-0.011000
basic,2025-05-16T20:10:45.734722,/camera/rgb/image_rect_color,False,True,-1.0,21,21,20,20,0.000000,0.000000,0.000000,-0.030343,0.017177,-0.012000,-0.061830,0.027264,-0.019000,-0.089605,0.032321,-0.007000,-0.111953,0.032407,0.011000,-0.069591,0.005803,-0.027000,-0.043332,-0.044071,-0.023000,-0.083323,-0.045900,-0.021000,-0.119699,-0.041177,0.004000,-0.060901,-0.012036,-0.034000,-0.051072,-0.012036,-0.034000,-0.106166,-0.004737,-0.010000,,,,-0.060901,-0.030055,-0.034000,-0.107805,-0.020732,-0.025000,-0.116580,-0.022620,-0.021000,-0.131843,-0.014986,-0.007000,-0.057741,-0.048251,-0.032000,-0.099015,-0.044817,-0.014000,-0.082423,0.030617,-0.012000,-0.112299,0.028962,0.014000
wide,2025-05-16T20:14:53.536617,/camera/rgb/image_rect_color,False,True,-1.0,21,21,19,19,0.000000,0.000000,0.000000,-0.033565,0.003330,0.013000,-0.079820,-0.002588,0.039000,-0.094870,0.077527,0.021000,-0.116923,0.096430,0.021000,-0.071418,0.054384,0.027000,-0.093294,0.075951,0.021000,-0.109047,0.088553,0.021000,,,,-0.085885,0.029199,0.031000,-0.119365,0.057896,0.031000,-0.145008,0.068905,0.046000,,,,-0.090772,0.019711,0.033000,-0.128930,0.038765,0.031000,-0.135942,0.071250,0.037000,-0.167382,0.067599,0.067000,-0.088013,-0.000935,0.042000,-0.134055,0.004070,0.050000,-0.159034,0.009065,0.054000,-0.178998,0.017326,0.056000
wide,2025-05-16T20:14:57.072581,/camera/rgb/image_rect_color,False,True,-1.0,21,21,19,19,0.000000,0.000000,0.000000,-0.025796,0.021869,0.010000,0.287938,-0.062725,-0.025000,-0.090723,0.069285,0.035000,,,,-0.068350,0.053304,0.035000,-0.093919,0.075677,0.035000,-0.150351,0.000631,0.039000,-0.182630,0.007316,0.050000,-0.080963,0.033902,0.031000,-0.118237,0.055226,0.039000,-0.143590,0.064250,0.050000,,,,-0.087325,0.014816,0.031000,-0.128877,0.034014,0.033000,-0.151724,0.043103,0.050000,-0.168776,0.054174,0.067000,-0.085734,-0.007450,0.031000,-0.073210,0.059870,0.037000,-0.097363,0.079311,0.039000,-0.118410,0.094016,0.041000
wide,2025-05-16T20:15:00.655108,/camera/rgb/image_rect_color,False,True,-1.0,21,21,19,19,0.000000,0.000000,0.000000,-0.016931,0.029884,0.008000,-0.045343,0.059095,0.020000,-0.072090,0.083863,0.014000,,,,-0.059790,0.057829,0.024000,-0.075248,0.082284,0.014000,-0.087880,0.096495,0.014000,-0.098771,0.110415,0.012000,-0.074072,0.043318,0.022000,-0.100678,0.068261,0.016000,-0.120624,0.085110,0.025000,-0.139237,0.100553,0.033000,-0.083762,0.025867,0.024000,-0.117322,0.049838,0.024000,-0.137871,0.066814,0.035000,-0.152504,0.084319,0.047000,-0.085743,0.006810,0.030000,-0.128157,0.018243,0.035000,-0.152443,0.029576,0.035000,,,
wide,2025-05-16T20:15:27.932269,/camera/rgb/image_rect_color,False,True,-1.0,21,21,18,18,0.000000,0.000000,0.000000,-0.037053,-0.003373,0.014000,-0.080075,-0.003782,0.027000,-0.099836,0.011288,0.036000,-0.154962,0.005187,0.034000,-0.090676,-0.002352,0.030000,-0.133343,0.002219,0.030000,-0.162781,0.009752,0.036000,,,,-0.087740,0.020513,0.021000,-0.129804,0.034025,0.018000,-0.154676,0.050981,0.030000,,,,-0.078748,0.037047,0.019000,-0.116248,0.054952,0.016000,-0.139071,0.068847,0.023000,,,,-0.065263,0.052036,0.018000,-0.092320,0.072655,0.012000,-0.107190,0.085895,0.010000,-0.121828,0.097094,0.003000
pinch,2025-05-16T20:16:20.680244,/camera/rgb/image_rect_color,False,True,-1.0,21,21,19,19,0.000000,0.000000,0.000000,-0.038690,-0.004683,-0.003000,-0.080586,-0.007016,-0.013000,-0.114623,0.006501,0.006000,,,,-0.092167,0.013250,-0.013000,-0.125652,0.030965,-0.021000,-0.147181,0.040905,-0.012000,-0.166645,0.052982,0.009000,-0.080337,0.033937,-0.010000,-0.118224,0.049441,-0.013000,-0.142827,0.059333,-0.006000,,,,-0.072701,0.038880,-0.006000,-0.108184,0.053450,-0.015000,-0.132629,0.063360,-0.008000,-0.156056,0.070489,-0.001000,-0.058238,0.053983,0.006000,-0.085917,0.074586,0.013000,-0.105137,0.086070,0.018000,-0.121655,0.095535,0.020000
pinch,2025-05-16T20:16:42.449365,/camera/rgb/image_rect_color,False,True,-1.0,21,21,18,18,0.000000,0.000000,0.000000,-0.035503,-0.004383,-0.008000,-0.064169,-0.015654,0.003000,-0.128190,-0.008529,0.001000,,,,-0.080221,0.049055,0.008000,-0.108269,0.068680,0.044000,-0.121129,0.075500,0.051000,,,,-0.080616,0.037917,-0.007000,-0.122775,0.044884,-0.008000,-0.151311,0.040060,0.003000,,,,-0.084393,0.024906,-0.013000,-0.129211,0.004217,-0.002000,-0.139620,-0.004111,0.011000,-0.142956,-0.009867,0.014000,-0.082409,0.010643,-0.021000,-0.101957,-0.027439,0.025000,-0.120189,-0.027520,0.030000,-0.127335,-0.027488,0.028000
